,id,metadata
2748,Solanum bulbocastanum,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'unclassified (derived from Streptophyta)', 'Solanales', 'Solanaceae', 'Solanum', 'Solanum bulbocastanum', 'Solanum bulbocastanum']}"
2749,Solanum lycopersicum,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'unclassified (derived from Streptophyta)', 'Solanales', 'Solanaceae', 'Solanum', 'Solanum lycopersicum', 'Solanum lycopersicum']}"
2750,Solanum tuberosum,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'unclassified (derived from Streptophyta)', 'Solanales', 'Solanaceae', 'Solanum', 'Solanum tuberosum', 'Solanum tuberosum']}"
2751,Sorangium cellulosum 'So ce 56',"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Deltaproteobacteria', 'Myxococcales', 'Polyangiaceae', 'Sorangium', 'Sorangium cellulosum', ""Sorangium cellulosum 'So ce 56'""]}"
2752,Sorghum bicolor,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'Liliopsida', 'Poales', 'Poaceae', 'Sorghum', 'Sorghum bicolor', 'Sorghum bicolor']}"
2753,Sphaerobacter thermophilus DSM 20745,"{'taxonomy': ['Bacteria', 'Chloroflexi', 'Thermomicrobia (class)', 'Sphaerobacterales', 'Sphaerobacteraceae', 'Sphaerobacter', 'Sphaerobacter thermophilus', 'Sphaerobacter thermophilus DSM 20745']}"
2754,Sphingobacterium spiritivorum ATCC 33300,"{'taxonomy': ['Bacteria', 'Bacteroidetes', 'Sphingobacteriia', 'Sphingobacteriales', 'Sphingobacteriaceae', 'Sphingobacterium', 'Sphingobacterium spiritivorum', 'Sphingobacterium spiritivorum ATCC 33300']}"
2755,Sphingobacterium spiritivorum ATCC 33861,"{'taxonomy': ['Bacteria', 'Bacteroidetes', 'Sphingobacteriia', 'Sphingobacteriales', 'Sphingobacteriaceae', 'Sphingobacterium', 'Sphingobacterium spiritivorum', 'Sphingobacterium spiritivorum ATCC 33861']}"
2756,Sphingobium chlorophenolicum L-1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Sphingomonadales', 'Sphingomonadaceae', 'Sphingobium', 'Sphingobium chlorophenolicum', 'Sphingobium chlorophenolicum L-1']}"
2757,Sphingobium japonicum UT26S,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Sphingomonadales', 'Sphingomonadaceae', 'Sphingobium', 'Sphingobium japonicum', 'Sphingobium japonicum UT26S']}"
2758,Sphingomonas sp. KA1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Sphingomonadales', 'Sphingomonadaceae', 'Sphingomonas', 'Sphingomonas sp. KA1', 'Sphingomonas sp. KA1']}"
2759,Sphingomonas sp. SKA58,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Sphingomonadales', 'Sphingomonadaceae', 'Sphingomonas', 'Sphingomonas sp. SKA58', 'Sphingomonas sp. SKA58']}"
2760,Sphingomonas wittichii RW1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Sphingomonadales', 'Sphingomonadaceae', 'Sphingomonas', 'Sphingomonas wittichii', 'Sphingomonas wittichii RW1']}"
2761,Sphingopyxis alaskensis RB2256,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Sphingomonadales', 'Sphingomonadaceae', 'Sphingopyxis', 'Sphingopyxis alaskensis', 'Sphingopyxis alaskensis RB2256']}"
2762,Sphingopyxis macrogoltabida,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Sphingomonadales', 'Sphingomonadaceae', 'Sphingopyxis', 'Sphingopyxis macrogoltabida', 'Sphingopyxis macrogoltabida']}"
2763,Spinacia oleracea,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'unclassified (derived from Streptophyta)', 'Caryophyllales', 'Amaranthaceae', 'Spinacia', 'Spinacia oleracea', 'Spinacia oleracea']}"
2764,Spirochaeta smaragdinae DSM 11293,"{'taxonomy': ['Bacteria', 'Spirochaetes', 'Spirochaetia', 'Spirochaetales', 'Spirochaetaceae', 'Spirochaeta', 'Spirochaeta smaragdinae', 'Spirochaeta smaragdinae DSM 11293']}"
2765,Spirochaeta thermophila DSM 6192,"{'taxonomy': ['Bacteria', 'Spirochaetes', 'Spirochaetia', 'Spirochaetales', 'Spirochaetaceae', 'Spirochaeta', 'Spirochaeta thermophila', 'Spirochaeta thermophila DSM 6192']}"
2766,Spiroplasma citri,"{'taxonomy': ['Bacteria', 'Tenericutes', 'Mollicutes', 'Entomoplasmatales', 'Spiroplasmataceae', 'Spiroplasma', 'Spiroplasma citri', 'Spiroplasma citri']}"
2767,Spirosoma linguale DSM 74,"{'taxonomy': ['Bacteria', 'Bacteroidetes', 'Cytophagia', 'Cytophagales', 'Cytophagaceae', 'Spirosoma', 'Spirosoma linguale', 'Spirosoma linguale DSM 74']}"
2768,Spizellomyces punctatus,"{'taxonomy': ['Eukaryota', 'Chytridiomycota', 'Chytridiomycetes', 'Spizellomycetales', 'Spizellomycetaceae', 'Spizellomyces', 'Spizellomyces punctatus', 'Spizellomyces punctatus']}"
2769,Stackebrandtia nassauensis DSM 44728,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Glycomycetaceae', 'Stackebrandtia', 'Stackebrandtia nassauensis', 'Stackebrandtia nassauensis DSM 44728']}"
2770,Staphylococcus aureus,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus']}"
2771,Staphylococcus aureus 930918-3,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus 930918-3']}"
2772,Staphylococcus aureus A10102,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus A10102']}"
2773,Staphylococcus aureus A5937,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus A5937']}"
2774,Staphylococcus aureus A5948,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus A5948']}"
2775,Staphylococcus aureus A6224,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus A6224']}"
2776,Staphylococcus aureus A6300,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus A6300']}"
2777,Staphylococcus aureus A8115,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus A8115']}"
2778,Staphylococcus aureus A8117,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus A8117']}"
2779,Staphylococcus aureus A8796,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus A8796']}"
2780,Staphylococcus aureus A8819,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus A8819']}"
2781,Staphylococcus aureus A9299,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus A9299']}"
2782,Staphylococcus aureus A9635,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus A9635']}"
2783,Staphylococcus aureus A9719,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus A9719']}"
2784,Staphylococcus aureus A9754,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus A9754']}"
2785,Staphylococcus aureus A9763,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus A9763']}"
2786,Staphylococcus aureus A9765,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus A9765']}"
2787,Staphylococcus aureus A9781,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus A9781']}"
2788,Staphylococcus aureus D30,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus D30']}"
2789,Staphylococcus aureus RF122,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus RF122']}"
2790,Staphylococcus aureus subsp. aureus 132,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus 132']}"
2791,Staphylococcus aureus subsp. aureus 55/2053,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus 55/2053']}"
2792,Staphylococcus aureus subsp. aureus 58-424,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus 58-424']}"
2793,Staphylococcus aureus subsp. aureus 65-1322,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus 65-1322']}"
2794,Staphylococcus aureus subsp. aureus 68-397,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus 68-397']}"
2795,Staphylococcus aureus subsp. aureus A017934/97,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus A017934/97']}"
2796,Staphylococcus aureus subsp. aureus ATCC 51811,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus ATCC 51811']}"
2797,Staphylococcus aureus subsp. aureus ATCC BAA-39,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus ATCC BAA-39']}"
2798,Staphylococcus aureus subsp. aureus Btn1260,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus Btn1260']}"
2799,Staphylococcus aureus subsp. aureus C101,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus C101']}"
2800,Staphylococcus aureus subsp. aureus C160,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus C160']}"
2801,Staphylococcus aureus subsp. aureus C427,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus C427']}"
2802,Staphylococcus aureus subsp. aureus COL,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus COL']}"
2803,Staphylococcus aureus subsp. aureus D139,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus D139']}"
2804,Staphylococcus aureus subsp. aureus E1410,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus E1410']}"
2805,Staphylococcus aureus subsp. aureus ED98,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus ED98']}"
2806,Staphylococcus aureus subsp. aureus EMRSA16,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus EMRSA16']}"
2807,Staphylococcus aureus subsp. aureus H19,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus H19']}"
2808,Staphylococcus aureus subsp. aureus JH1,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus JH1']}"
2809,Staphylococcus aureus subsp. aureus JH9,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus JH9']}"
2810,Staphylococcus aureus subsp. aureus M1015,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus M1015']}"
2811,Staphylococcus aureus subsp. aureus M809,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus M809']}"
2812,Staphylococcus aureus subsp. aureus M876,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus M876']}"
2813,Staphylococcus aureus subsp. aureus M899,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus M899']}"
2814,Staphylococcus aureus subsp. aureus MN8,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus MN8']}"
2815,Staphylococcus aureus subsp. aureus MR1,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus MR1']}"
2816,Staphylococcus aureus subsp. aureus MRSA252,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus MRSA252']}"
2817,Staphylococcus aureus subsp. aureus MSSA476,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus MSSA476']}"
2818,Staphylococcus aureus subsp. aureus MW2,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus MW2']}"
2819,Staphylococcus aureus subsp. aureus Mu3,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus Mu3']}"
2820,Staphylococcus aureus subsp. aureus Mu50,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus Mu50']}"
2821,Staphylococcus aureus subsp. aureus Mu50-omega,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus Mu50-omega']}"
2822,Staphylococcus aureus subsp. aureus N315,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus N315']}"
2823,Staphylococcus aureus subsp. aureus NCTC 8325,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus NCTC 8325']}"
2824,Staphylococcus aureus subsp. aureus TCH130,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus TCH130']}"
2825,Staphylococcus aureus subsp. aureus TCH70,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus TCH70']}"
2826,Staphylococcus aureus subsp. aureus USA300_FPR3757,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus USA300_FPR3757']}"
2827,Staphylococcus aureus subsp. aureus USA300_TCH1516,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus USA300_TCH1516']}"
2828,Staphylococcus aureus subsp. aureus USA300_TCH959,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus USA300_TCH959']}"
2829,Staphylococcus aureus subsp. aureus WBG10049,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus WBG10049']}"
2830,Staphylococcus aureus subsp. aureus WW2703/97,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus WW2703/97']}"
2831,Staphylococcus aureus subsp. aureus str. CF-Marseille,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus str. CF-Marseille']}"
2832,Staphylococcus aureus subsp. aureus str. JKD6009,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus str. JKD6009']}"
2833,Staphylococcus aureus subsp. aureus str. Newman,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus aureus', 'Staphylococcus aureus subsp. aureus str. Newman']}"
2834,Staphylococcus capitis SK14,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus capitis', 'Staphylococcus capitis SK14']}"
2835,Staphylococcus caprae C87,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus caprae', 'Staphylococcus caprae C87']}"
2836,Staphylococcus carnosus subsp. carnosus TM300,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus carnosus', 'Staphylococcus carnosus subsp. carnosus TM300']}"
2837,Staphylococcus epidermidis ATCC 12228,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus epidermidis', 'Staphylococcus epidermidis ATCC 12228']}"
2838,Staphylococcus epidermidis BCM-HMP0060,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus epidermidis', 'Staphylococcus epidermidis BCM-HMP0060']}"
2839,Staphylococcus epidermidis M23864:W1,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus epidermidis', 'Staphylococcus epidermidis M23864:W1']}"
2840,Staphylococcus epidermidis M23864:W2(grey),"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus epidermidis', 'Staphylococcus epidermidis M23864:W2(grey)']}"
2841,Staphylococcus epidermidis RP62A,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus epidermidis', 'Staphylococcus epidermidis RP62A']}"
2842,Staphylococcus epidermidis SK135,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus epidermidis', 'Staphylococcus epidermidis SK135']}"
2843,Staphylococcus epidermidis W23144,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus epidermidis', 'Staphylococcus epidermidis W23144']}"
2844,Staphylococcus haemolyticus JCSC1435,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus haemolyticus', 'Staphylococcus haemolyticus JCSC1435']}"
2845,Staphylococcus hominis SK119,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus hominis', 'Staphylococcus hominis SK119']}"
2846,Staphylococcus hominis subsp. hominis C80,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus hominis', 'Staphylococcus hominis subsp. hominis C80']}"
2847,Staphylococcus lugdunensis HKU09-01,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus lugdunensis', 'Staphylococcus lugdunensis HKU09-01']}"
2848,Staphylococcus lugdunensis M23590,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus lugdunensis', 'Staphylococcus lugdunensis M23590']}"
2849,Staphylococcus phage 88,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Siphoviridae', 'unclassified (derived from Siphoviridae)', 'Staphylococcus phage 53 sensu lato', 'Staphylococcus phage 88']}"
2850,Staphylococcus phage 92,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Siphoviridae', 'unclassified (derived from Siphoviridae)', 'Staphylococcus phage 53 sensu lato', 'Staphylococcus phage 92']}"
2851,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus saprophyticus', 'Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305']}"
2852,Staphylococcus simulans bv. staphylolyticus,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus simulans', 'Staphylococcus simulans bv. staphylolyticus']}"
2853,Staphylococcus warneri,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus warneri', 'Staphylococcus warneri']}"
2854,Staphylococcus warneri L37603,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Staphylococcaceae', 'Staphylococcus', 'Staphylococcus warneri', 'Staphylococcus warneri L37603']}"
2855,Staphylothermus hellenicus DSM 12710,"{'taxonomy': ['Archaea', 'Crenarchaeota', 'Thermoprotei', 'Desulfurococcales', 'Desulfurococcaceae', 'Staphylothermus', 'Staphylothermus hellenicus', 'Staphylothermus hellenicus DSM 12710']}"
2856,Staphylothermus marinus F1,"{'taxonomy': ['Archaea', 'Crenarchaeota', 'Thermoprotei', 'Desulfurococcales', 'Desulfurococcaceae', 'Staphylothermus', 'Staphylothermus marinus', 'Staphylothermus marinus F1']}"
2857,Starkeya novella DSM 506,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhizobiales', 'Xanthobacteraceae', 'Starkeya', 'Starkeya novella', 'Starkeya novella DSM 506']}"
2858,Staurastrum punctulatum,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'Zygnemophyceae', 'Desmidiales', 'Desmidiaceae', 'Staurastrum', 'Staurastrum punctulatum', 'Staurastrum punctulatum']}"
2859,Stenotrophomonas maltophilia K279a,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Xanthomonadales', 'Xanthomonadaceae', 'Stenotrophomonas', 'Stenotrophomonas maltophilia', 'Stenotrophomonas maltophilia K279a']}"
